57	-0.143	0.028	-0.213	-0.233	0.486	-0.884	-0.102	-0.211	-0.911	-0.104	-0.572	-0.316	0.193	0.436	-0.524	0.457	0.141	-0.874
58	0.799	0.144	0.275	0.054	0.577	0.005	0.297	0.375	1.031	-1.167	-0.027	-2.431	0.495	0.269	-0.376	0.583	0.268	0.848
59	0.464	-0.229	0.317	0.372	0.313	0.44	-0.011	-0.112	0.011	-0.343	-0.357	-0.219	-0.046	0.297	-0.591	0.361	-0.296	0.296
61	0.2	-0.012	0.1	0.177	0.424	0.188	0.177	-0.096	0.104	0.045	0.193	-0.133	0.207	0.311	0.172	-0.02	-0.598	-0.365
62	0.344	0.323	0.591	-0.225	-0.354	-0.399	-0.214	-0.885	0.023	0.372	-0.091	1.082	-0.312	-0.494	-0.236	0.447	-0.817	-0.5
65	0.111	-0.387	0.15	-0.406	0.206	-0.308	-0.892	-0.401	-0.106	-1.956	-0.773	-0.996	-0.351	0.422	-0.916	-0.28	-0.224	0.264
66	-0.14	-0.251	-0.24	-0.271	-0.502	-0.704	-0.063	-0.904	-0.415	-5.641	0.024	-1.054	-0.427	-0.71	-0.841	0.117	-1.187	-0.751
67	-0.295	2.44	-1.134	-0.266	1.314	0.095	0.769	0.557	0.703	-1.998	2.931	-2.416	0.937	1.278	-0.514	0.825	0.827	-0.637
68	-0.226	0.106	0.123	0.796	0.162	0.408	0.412	-0.166	0.409	-1.241	0.366	0.154	0.723	0.255	-0.002	0.506	-0.176	0.084
70	0.378	-0.202	-0.103	0.719	-0.069	0.022	-0.342	0.178	0.426	4.066	1.044	-7.507	0.406	0.249	0.805	0.582	-0.13	0.188
71	0.107	0.164	0.313	0.126	0.682	-0.511	0.249	0.017	-0.289	-0.021	0.247	-0.976	-0.04	0.329	-0.887	0.361	-0.246	-0.163
72	0.59	0.37	0.861	1.187	1.106	-0.384	-0.126	1.167	0.268	0.434	0.466	1.255	0.521	1.121	-0.443	0.551	0.785	0.396
79	-0.516	-1.076	-0.624	-0.985	-0.846	-1.355	-0.419	-1.022	-0.112	-2.118	-0.681	-1.956	-0.634	-0.652	-2.051	-0.114	-1.327	-0.93
80	0.118	-1.438	-0.399	-0.944	-0.931	-1.197	-1.323	-0.777	-0.218	-0.688	-1.069	-0.353	-0.991	-0.809	-1.158	-0.89	-1.01	-0.882
81	-0.766	-1.216	-0.49	-1.051	0.315	-0.732	-0.957	-0.69	-0.507	-1.447	-0.714	-2.109	-0.118	0.63	-1.195	-0.392	0.406	-0.901
82	0.211	0.401	0.6	0.777	0.561	0.132	-0.072	0.478	0.243	-0.385	0.564	0.067	0.42	0.611	0.278	0.451	0.565	0.304
83	-1.495	-0.765	0.182	-0.697	-2.304	-0.305	-0.088	-0.543	-0.502	-2.063	-0.813	-1.213	-0.59	-1.886	-0.279	0.567	-0.468	-0.919
84	-0.188	-0.835	-0.02	0.114	0.012	0.67	-0.044	-0.957	0.005	-0.81	0.165	-0.638	0.055	-0.405	0.174	0.485	-0.945	-0.23
91	0.52	0.803	0.067	0.448	0.793	0.415	0.098	0.044	0.504	-0.123	-0.046	-0.187	0.303	0.597	-0.058	0.252	0.432	0.104
94	0.075	0.748	0.784	0.494	1.048	0.954	0.398	0.901	1.089	1	1.564	0.207	0.735	0.431	1.151	1.181	0.731	1.449
97	1.371	-0.127	1.231	-0.498	-0.271	0.535	0.569	0.312	0.589	0.785	1.041	0.898	0.688	0.229	0.051	1.643	0.089	0.278
99	-0.646	-0.787	-0.271	-0.655	-0.434	-0.971	-0.789	-0.373	-0.183	-1.437	-0.134	-0.719	-0.706	-0.283	-1.061	-0.4	-0.765	-0.471
101	0.259	-0.995	-1.119	-1.582	-1.011	-0.212	-0.054	-0.581	0.439	-1.368	-1.156	-0.956	-0.706	-0.646	-0.871	-0.906	-1.037	-0.269
103	-0.048	-0.915	-0.002	0.086	0.114	0.248	0.358	0.319	0.045	-1.649	-0.02	-0.145	0.007	0.242	0.154	0.42	-0.315	-1.195
104	-0.14	-0.265	-0.776	-0.201	-0.398	-0.73	-0.656	-0.897	-0.461	0.519	-0.76	-0.996	-1.492	-0.406	-0.425	-0.686	-0.946	-0.474
106	0.107	-2.336	-0.16	-1.647	-1.684	-1.181	-1.736	-1.091	-0.756	-0.509	-1.207	-2.877	-1.589	-1.821	-1.048	-1.368	-1.542	-0.776
107	2.372	0.969	3.727	4.523	3.879	5.001	3.178	1.569	4.563	2.846	2.13	4.493	3.852	3.659	3.785	1.923	1.578	5.804
109	3.352	2.861	2.468	2.153	3.102	3.009	3.71	2.87	3.404	3.518	2.476	2.386	2.729	3.789	2.243	3.234	3.582	2.996
111	-0.211	0.519	-0.114	0.256	0.419	0.328	0.715	0.138	0.569	0.045	0.311	-0.611	0.905	0.678	-0.383	0.981	0.19	-0.08
115	-0.098	-0.951	0.202	0.198	-0.132	-0.152	-0.685	0.045	-0.521	-0.839	-1.438	-1.038	-0.971	-0.734	-0.447	0.037	0.063	-0.678
116	-1.111	-2.222	-1.327	-0.047	-0.301	-1.168	-0.668	-0.833	-0.773	-1.602	-1.067	-2.271	-0.667	-0.399	-1.169	-0.523	-0.926	-1.454
119	-0.33	-1.399	0.109	0.541	-0.913	-0.876	-0.769	-0.367	-0.986	-1.334	-1.022	-1.332	-0.308	-0.858	-0.924	-0.525	-0.576	-0.811
124	-1.269	-1.195	-0.706	-0.694	-0.661	-1.168	-1.036	-1.254	-0.611	-5.709	-0.68	-1.349	-1.002	-0.561	-1.729	-0.73	-1.722	-1.27
125	-0.203	-0.179	-0.2	-1.075	-0.482	-0.445	-0.009	-1.002	-0.091	-4.331	-0.351	-0.572	-0.832	-0.389	-0.753	0.375	-0.617	-0.287
128	-0.024	-0.811	0	-0.451	-0.209	-0.229	-0.025	-0.343	0.083	-0.639	-0.494	-0.512	-0.237	-0.253	-1.341	0.633	-0.815	-0.684
129	-0.89	-0.621	0.411	-0.243	-0.589	-0.694	-0.451	-0.673	0.266	-2.889	-0.335	-0.268	-0.115	-0.524	-1.438	-0.035	-0.749	-0.605
133	-0.103	-0.122	-0.03	-0.473	-0.292	-0.599	-0.315	-0.626	0.513	-2.354	-0.495	-0.095	-0.485	-0.422	-1.326	-0.155	-1.009	0.056
135	-0.794	-0.392	-0.312	-0.363	-0.395	-0.432	-0.744	-0.702	-0.383	-0.532	-0.805	-0.583	-0.534	-0.508	-0.848	-0.742	-0.667	-0.733
136	0.293	0.109	0.556	0.589	0.299	0.2	0.056	0.125	-0.215	-0.037	0.18	-0.044	0.066	0.6	0.143	0.44	0.082	-0.183
137	0.295	0.115	0.364	0.129	0.146	0.293	0.054	0.106	0.263	-1.262	-0.213	-0.746	0.606	-0.091	0.04	0.435	-0.014	-0.031
139	0.304	0.132	1.054	0.442	0.161	-0.095	-0.01	-0.191	0.744	0.059	0.781	0.188	0.648	0.06	-0.404	0.816	0.115	0.495
141	-2.845	-0.744	0.61	-0.381	-0.438	0.918	1.296	0.346	-0.958	0.079	0.33	0.353	1.189	-0.989	0.198	1.267	0.647	-0.544
143	0.031	-0.77	-0.42	-0.004	-0.071	-0.022	-0.642	-0.008	-0.094	-3.116	-0.049	-2.788	-0.069	-0.108	-1.203	-0.46	-0.733	-0.356
144	-0.44	-0.266	-0.352	-0.044	-0.298	-0.345	-0.509	-0.561	-0.566	-0.793	-0.92	-0.668	-0.682	-0.224	-0.612	-0.404	-0.61	-0.406
145	0.339	0.148	0.204	0.603	0.077	-0.025	0.048	0.08	-0.13	-0.418	0.262	-0.659	-0.174	0.303	0.055	0.567	0.499	-0.218
146	0.128	-0.412	-0.193	-0.156	0.242	-0.054	-0.406	-0.372	-0.011	-0.847	-0.919	-0.335	-0.451	0.162	-0.654	0.113	-0.362	-0.007
147	-0.226	0.069	-0.538	-0.272	-0.135	-0.163	-0.453	-0.524	-0.258	-1.761	-0.389	-1.069	-0.208	-0.083	-0.896	0.108	-0.439	-0.699
148	1.06	0.195	0.551	0.391	0.672	0.613	0.593	0.378	0.311	0.153	0.239	0.496	0.177	0.302	0.084	0.823	0.206	0.315
149	-0.889	-0.384	-0.634	-0.54	-1.202	-0.113	-0.286	-0.029	0.037	-0.025	1.13	0.367	0.002	-0.991	0.283	0.827	0.367	-0.478
150	0.045	-0.802	-0.451	-0.58	-0.98	-0.499	-0.751	-0.616	-0.112	-2.302	-0.435	-0.214	-0.703	-0.955	-1.263	-0.16	-0.974	-0.688
151	1.509	1.206	1.011	0.512	1.101	1.573	1.721	1.066	1.207	1.713	0.818	-0.096	0.85	1.287	0.74	1.8	1.053	1.56
152	1.34	1.467	0.14	1.612	3.069	1.005	1.866	0.805	1.39	1.249	1.225	0.722	2.041	3.802	0.739	2.302	1.1	1.69
153	0.425	0.942	-1.332	1.488	2.104	0.554	0.897	0.407	0.839	0.698	0.337	-0.269	1.437	1.973	-0.421	1.607	0.865	0.452
154	-0.77	0.267	-0.605	-0.089	-0.494	0.104	0.436	-0.433	-0.043	-1.498	-0.348	-0.744	0.088	-0.066	-0.492	1.167	-0.449	-0.099
155	-0.5	0.149	0.053	-0.139	0.155	0.045	0.426	0.063	0.102	-4.099	0.225	-0.151	0.805	0.039	0.534	0.719	-0.299	0.04
156	-1.45	0.004	-0.938	-1.365	-1.417	0.025	0.052	-0.122	-1.172	0.709	0.483	0.403	1.04	-1.146	0.01	1.484	0.126	-0.295
157	0.629	0.661	0.13	-0.295	0.318	0.758	0.453	0.522	0.741	-0.619	0.057	0.019	0.149	0.144	0.131	0.338	-0.03	0.535
160	2.08	2.542	2.712	1.434	2.585	0.444	1.888	1.78	1.643	1.569	2.348	2.783	0.126	2.956	-0.359	0.907	1.94	1.715
161	-0.335	0.486	0.182	0.099	-0.577	-0.107	0.064	0.338	0.117	-0.267	-0.035	-0.431	-0.181	-0.618	-0.436	-0.023	-0.373	-0.212
163	0.842	0.523	0.921	-0.718	-0.473	1.21	0.522	-0.23	0.416	0.645	0.079	1.165	-0.717	-0.436	1.08	0.562	-0.029	0.076
164	1.229	-0.916	0.58	0.684	0.749	-0.652	0.134	0.262	0.17	0.368	-0.102	0.047	-0.084	0.791	-0.872	0.506	-0.226	0.567
165	-0.79	-0.547	-0.335	-0.558	-0.352	-0.187	-0.515	-0.605	-0.036	-1.371	-0.69	-0.886	-0.577	-0.586	-0.571	-0.165	-1.246	-1.064
166	-0.331	-0.626	-0.533	-0.009	-0.767	0.112	-0.287	-0.434	-0.603	-0.587	-0.809	-1.006	0.021	-1.02	-0.292	-0.175	-1.001	-0.77
167	2.867	3.188	3.356	3.046	1.634	4.093	3.603	3.363	2.946	5.199	3.382	4.459	3.639	0.892	3.398	3.027	4.455	2.328
168	0.454	0.669	0.62	0.014	0.059	0.616	0.758	0.578	0.824	1.226	0.346	1.358	0.384	-0.096	-0.002	0.079	0.983	0.338
170	-0.106	-0.822	-0.322	-0.387	-0.462	-0.747	-0.307	-0.465	-0.658	-1.248	-0.537	-1.975	-0.836	-0.599	-1.045	0.104	-0.483	-0.859
173	1.279	0.971	0.566	1.2	0.835	2.636	0.233	0.403	0.608	-3.003	1.11	0.202	0.746	0.867	2.094	0.509	0.646	0.246
183	0.533	0.163	-0.224	-0.181	0.076	0.299	0.163	0.28	0.833	-0.274	0.533	-0.988	0.444	0.063	-0.112	-0.122	-0.218	0.101
184	0.627	-0.368	1.075	-1.424	0.738	-0.609	-0.015	0.178	-0.461	-1.443	0.77	-0.111	-1.475	0.257	-1.764	0.083	0.093	-0.58
186	-0.008	0.73	0.583	0.41	0.066	-0.059	-0.053	0.045	-0.377	0.391	0.483	-0.886	-0.199	-0.119	-0.328	0.421	-0.147	-0.203
187	-0.436	-0.097	0.209	-0.163	-0.532	0.364	0.312	-0.039	0.263	0.122	0.666	0.11	0.369	-0.416	0.101	0.857	-0.171	0.035
190	-0.894	-0.056	-0.168	-0.416	-0.865	-0.167	-0.052	-1.002	-0.869	-1.724	-0.396	-1.323	-0.436	-0.876	-0.738	0.086	-0.927	-1.095
191	2.042	1.91	2.73	1.846	1.783	1.92	2.552	1.553	1.608	1.589	0.929	-0.465	1.977	1.9	0.882	1.715	1.197	2.64
192	0.074	1.586	0.901	0.542	0.427	0.411	0.361	0.81	0.318	0.482	1.005	-0.69	0.697	0.341	-0.419	0.493	1.231	0.512
204	-0.149	2.003	1.2	-0.076	1.161	1.152	1.828	1.637	1.06	1.558	1.62	1.191	1.049	0.753	1.461	1.725	1.459	0.759
209	-0.63	-0.424	-0.12	-0.927	-0.759	-0.444	-0.955	-0.496	-0.15	-4.765	-0.914	-1.299	-0.769	-0.809	-1.714	-0.768	-1.028	-0.386
210	-0.558	0.359	-0.27	-0.438	0.045	-0.434	-0.388	-0.832	-0.128	-2.544	-0.901	-1.061	-0.047	-0.21	-0.752	-0.377	-0.809	-0.472
211	0.362	0.263	0.307	0.514	0.746	0.133	0.53	0.572	0.827	-0.841	0.526	0.234	0.425	0.639	0.193	0.94	0.103	0.642
213	-0.638	0.045	-0.226	-0.513	-1.273	0.261	-0.28	-0.63	0.611	-0.365	-0.068	-0.73	-0.135	-1.182	0.114	0.055	-0.631	-0.284
218	1.257	2.034	2.112	1.09	2.211	1.561	1.643	2.199	1.995	1.629	2.504	5.818	2.172	1.761	3.218	2.333	2.204	1.717
223	0.446	0.752	0.995	0.239	1.343	0.432	0.606	0.722	1.377	0.342	0.665	1.208	0.485	1.475	-0.407	0.759	1.18	1.058
225	-0.285	0.558	0.803	-0.524	-0.603	0.758	1.034	1.241	1.395	1.137	1.801	0.701	0.758	-0.229	0.946	1.077	0.479	0.535
226	-0.333	0.406	0.131	-0.061	-0.147	0.171	0.291	-0.15	0.728	-0.449	0.341	0.497	0.394	0.077	-0.115	0.591	-0.088	0.218
228	-0.003	-0.854	-0.028	-0.072	-1.011	0.43	-0.475	-0.752	-0.543	-1.096	0.117	-0.636	-0.387	-1.066	-0.495	-0.424	-1.339	-0.913
229	0.424	1.023	0.142	0.838	0.685	1.262	0.832	0.471	0.921	-0.184	0.968	-1.078	0.858	0.393	0.557	0.919	0.438	1.01
232	-0.829	0.082	-0.085	-0.333	-0.161	-0.546	-0.441	-0.567	1.721	-1.059	-0.273	0.18	-0.081	-0.236	-0.668	-0.65	-0.914	1.146
233	0.166	-0.887	-0.219	0.535	0.677	-0.03	0.108	0.424	-0.181	-0.519	0.027	0.125	0.551	0.628	-0.503	0.394	-0.178	-0.68
235	0.639	0.449	0.736	0.608	0.934	0.751	0.594	0.069	1.194	0.189	0.399	0.891	0.59	0.997	0.337	0.66	-0.068	0.723
236	-0.645	-0.615	-0.519	-1.996	-0.705	-1.129	-0.884	-0.919	-0.553	-1.944	-1.394	-1.302	-1.556	-0.622	-1.459	-1.302	-1.206	-0.974
237	1.674	1.655	1.074	1.07	2.02	1.427	1.495	1.414	1.184	0.674	0.818	1.427	1.175	1.753	0.645	0.805	1.501	0.873
238	0.37	0.456	1.079	-0.397	0.688	-0.154	0.373	0.21	0.277	0.277	0.947	0.644	-0.44	0.349	-0.285	-0.005	0.061	-0.195
239	-0.684	-0.699	-0.484	-0.391	-0.584	-1.137	-1.215	-0.787	-0.322	-2.035	-1.537	-1.213	-0.762	-0.705	-2.198	-0.84	-1.046	-0.623
240	1.745	-0.339	0.031	0.72	-0.165	0.526	0.656	0.592	0.822	0.55	-0.054	1.085	1.249	0.077	-0.172	1.112	0.642	0.723
243	-0.315	-0.441	-0.406	-0.13	0.49	0.132	0.064	-0.153	0.351	-0.939	-0.219	-0.823	0.419	0.486	-0.485	0.293	-0.285	-0.086
250	-0.656	-0.299	-0.284	0.032	-0.44	-0.799	-0.39	-0.452	-0.627	-1.698	-0.005	-0.953	-0.095	-0.524	-0.825	-0.295	-0.182	-0.82
252	-0.274	-0.294	-0.142	0.215	0.302	0.105	0.248	-0.628	-0.333	-1.214	-0.058	-0.316	0.549	-0.008	0.232	0.526	-0.644	-0.384
255	0.042	-0.654	-0.201	0.488	0.301	-0.351	-0.213	-0.39	0.206	-1.769	0.069	-0.197	0.439	0.298	-0.116	-0.151	-0.947	-0.756
257	0.852	-0.263	0.263	0.929	1.196	0.256	0.869	1.416	0.007	-0.186	0.819	0.2	0.558	1.268	-0.25	1.193	1.058	-0.048
258	-0.229	0.371	-0.06	-0.054	0.595	-0.793	-0.059	0.589	-1.023	-1.463	0.056	-0.604	0.476	0.289	-0.119	0.484	-0.186	-1.265
259	2.25	1.823	2.254	0.884	1.219	2.024	2.427	1.976	1.529	2.872	1.35	1.494	1.945	1.177	1.756	2.49	1.86	1.722
260	1	0.767	0.485	-0.114	-0.094	0.667	1.455	1.139	0.457	0.037	1.574	0.429	-0.164	0.123	0.77	1.453	0.724	0.259
261	0.384	0.215	0.328	0.06	-0.385	0.62	-0.215	-0.274	0.106	0.051	-0.616	-1.019	-0.232	-0.408	-0.201	-0.466	-0.418	-0.135
266	1.113	0.589	1.07	0.11	1.318	1.07	0.936	0.515	1.177	0.224	0.833	1.203	1.13	1.336	0.254	2.158	-0.077	0.854
268	-0.129	0.344	0.272	0.204	0.081	0.499	-0.166	-0.038	0.442	-1.102	0.094	0.543	0.334	0.218	0.005	0.064	-0.429	0.305
271	0.15	0.092	-0.174	0.898	0.225	0.262	0.392	0.662	1.088	-0.692	-0.552	0.543	0.613	0.237	-0.426	0.617	0.265	0.236
272	-0.168	-0.578	-0.606	-0.55	-1.704	-0.411	-0.208	-0.742	-0.453	-0.674	0.772	-0.441	-0.243	-1.481	-0.53	-0.064	-0.911	-0.99
274	-0.661	0.167	-0.038	2.298	1.052	-0.443	-0.452	-0.188	-0.276	-1.311	-0.507	-0.788	1.821	1.091	-0.981	-0.234	-0.268	-0.714
275	0.38	-0.217	0.748	0.891	1.328	0.703	0.854	0.467	0.619	-0.133	0.989	0.593	0.7	1.234	-0.055	0.961	-0.594	0.287
276	0.287	0.721	0.386	0.009	0.786	0.575	1.032	0.572	0.536	0.211	1.005	0.031	0.565	0.937	0.187	1.186	0.164	0.317
277	0.919	1.348	1.444	0.519	-0.258	0.708	0.363	1.828	1.859	1.512	2.15	2.1	0.5	-0.325	0.605	0.471	1.311	1.973
278	0.386	1.135	0.464	0.7	1.114	1.285	0.632	2.045	1.443	0.641	0.712	0.292	0.892	0.934	0.492	0.478	1.247	1.239
279	-0.766	-1.367	-0.168	-0.489	0.242	-0.569	-0.315	-0.684	-0.124	-2.296	-0.718	-0.687	-0.904	-0.101	-1.017	0.037	-1.704	-0.775
280	1.273	0.658	1.589	1.049	1.599	2.289	2.176	0.609	1.263	-1.043	0.562	-0.068	1.833	1.718	0.725	1.531	0.481	0.768
281	0.312	0.435	0.57	-0.121	0.741	0.976	0.947	0.506	1.288	-0.43	0.6	0.301	0.152	0.493	0.418	1.277	-0.243	0.624
282	0.629	0.244	0.254	0.515	-0.452	-0.008	-0.25	0.197	-0.35	-0.383	-0.613	-0.39	-0.004	-0.217	-0.235	0.246	-0.574	-0.152
283	0.656	0.862	0.404	0.307	0.288	0.223	-0.181	0.528	0.465	-0.37	0.317	0.332	0.225	0.681	-0.252	0.291	-0.111	-0.094
290	0.188	-0.242	0.339	-0.306	-0.098	-0.231	-0.286	-0.473	0.38	-2.533	0.086	-1.064	-0.13	-0.275	-0.625	-0.031	-0.379	0.002
291	-0.198	-0.196	-0.26	0.022	-0.433	-0.449	-0.596	-0.397	0.179	-5.187	-0.456	-1.82	-0.616	-0.529	-0.363	-0.125	-0.462	-0.22
293	-0.557	-1.627	-0.539	-1.251	-0.883	-0.155	-0.917	-0.634	-0.588	-1.664	-0.331	-1.155	-1.163	-0.841	-0.9	-0.15	-1.696	-1.053
294	0.245	-0.76	-0.056	-0.115	0.295	-0.892	-0.332	0.104	-0.42	-2.314	-0.472	-0.308	0.055	0.478	-1.95	-0.138	-0.58	-0.4
295	-0.172	-0.305	-0.266	-0.399	0.027	-0.57	-0.081	-0.338	-0.077	-1.211	-0.023	-0.41	-0.601	-0.019	-0.992	-0.036	-0.451	-0.194
296	-0.918	1.033	-0.108	-0.663	0.051	0.334	0.382	-0.277	1.271	-0.468	0.865	0.775	-0.007	0.321	0.274	0.674	0.01	0.599
297	1.18	-1.096	0.649	1.656	1.438	1.001	1.522	1.407	0.998	-1.15	1.003	0.493	2.34	0.915	1.876	1.818	0.355	0.841
298	-0.949	-0.164	-0.106	-0.31	-0.274	0.198	-0.298	-0.524	-0.29	-0.653	-0.155	-0.061	-0.373	-0.206	-0.363	-0.151	-0.813	-0.462
300	-0.756	0.228	0.225	0.698	0.09	-0.657	-0.254	-0.803	0.114	-3.374	-0.244	-0.519	0.69	0.335	-1.679	-0.179	-1.152	-0.005
301	-0.224	-1.004	-0.837	-0.503	-0.935	-0.972	-0.999	-1.013	-0.967	-0.573	-1.252	-1.354	-0.782	-0.995	-1.45	-1.072	-1.471	-1.412
303	-0.857	-0.005	-0.178	0.333	0.352	-0.35	0.488	-0.101	0.028	-1.06	-0.826	-0.279	0.197	0.382	-0.981	0.122	-0.38	0.237
305	-0.148	0.727	0.647	-0.507	0.424	0.412	0.411	0.158	0.124	-0.736	0.438	-0.124	-0.252	0.373	-0.116	0.765	0.039	0.057
306	4.796	1.297	2.096	0.781	1.115	2.379	2.737	1.16	2.644	0.565	2.331	7.024	1.902	1.274	2.217	1.706	1.034	2.742
307	-0.474	-1.226	-1.421	0.833	-1.447	-1.28	1.229	-1.378	-1.651	-0.711	-0.812	-2.238	0.868	-1.502	-1.279	1.447	-1.679	-1.694
308	-0.505	-0.261	-0.076	-0.564	-0.587	-0.732	-0.053	-1.047	-0.287	-1.286	-0.73	-0.869	-0.723	-0.644	-1.637	0.169	-1.46	-0.629
310	-0.213	-0.697	0.962	-0.292	0.616	-0.178	-0.341	-0.007	0.876	-1.3	0.677	0.911	-0.164	0.266	-0.943	-0.219	-0.622	0.157
311	-0.394	0.536	-0.307	-1.518	-1.044	0.057	-0.133	0.258	0.218	0.448	0.454	1.113	-0.562	-1.103	1.246	1.316	0.261	-0.017
315	-0.532	-0.349	-0.109	-1.276	-1.071	-0.376	-0.963	-0.62	-0.381	-2.944	-0.486	-2.35	-0.959	-1.316	-1.098	-0.245	-0.777	-0.76
316	-0.589	0.336	-0.161	1.092	2.842	1.361	1.301	1.305	0.109	0.62	0.658	-2.267	1.373	1.949	1.487	0.73	0.975	-0.497
318	0.259	-0.269	-0.027	0.015	0.126	0.113	-0.411	-0.036	-0.123	-0.522	-0.42	-0.586	-0.429	-0.078	-0.511	-0.186	-0.479	-0.326
321	-0.782	-0.389	-0.183	-0.641	0.475	-0.289	0.031	-0.43	-0.538	-1.706	-0.834	-0.751	-0.425	0.365	-0.69	0.095	-0.424	-0.74
322	0.173	-0.189	-0.101	1.239	0.88	-0.305	0.197	0.633	-0.352	-0.907	0.149	0.21	1.088	0.695	-0.432	0.393	-0.182	-0.272
323	-0.364	-0.92	-0.363	-0.114	-0.292	-1.294	-0.992	-0.649	-0.43	-1.864	-0.641	-2.032	-0.502	-0.342	-1.425	-1	-0.848	-0.209
324	-0.458	-0.526	0.079	-0.219	-0.133	-0.094	-0.451	-0.537	-0.389	-0.477	-0.317	-0.538	0.039	-0.216	-0.758	-0.178	-0.788	-0.136
325	-1.409	-1.859	-0.524	-2.238	-1.461	-1.755	-1.881	-1.595	-1.518	-1.122	-1.427	-2.838	-1.907	-1.825	-1.278	-1.921	-2.194	-2.432
326	-1.287	-0.086	-0.429	-0.523	0.199	-0.797	-0.85	-0.316	-0.718	-0.086	-0.891	-2.069	-0.424	0.145	-0.687	-0.751	-0.857	-0.714
327	-0.528	-0.769	0.395	-0.432	-0.276	-0.112	-0.794	-0.388	0.267	-0.633	0.269	-0.234	-0.096	-0.195	0.085	-0.485	-0.642	-0.187
328	-0.213	-1.367	-0.328	-0.671	-0.119	-0.887	-0.899	-1.215	-0.47	-1.627	-0.415	-1.602	-0.668	-0.136	-0.982	-0.11	-1.556	-1.16
329	-1.252	-1.391	-0.453	-0.709	-0.562	-1.68	-0.972	-1.134	-0.421	-1.884	-1.307	-1.652	-0.612	-0.465	-1.416	-0.65	-1.694	-1.678
331	2.006	1.68	1.903	2.662	1.41	1.948	1.446	1.27	1.389	-1.919	1.602	2.999	2.099	0.957	1.258	2.345	0.698	0.816
333	1.502	2.272	-0.739	-2.215	0.894	-1.616	-0.634	-1.098	0.605	1.77	3.08	-0.933	-0.64	0.296	0.16	0.085	-1.368	0.895
334	-0.467	0.196	-0.223	-0.461	-0.512	-0.931	-0.403	0.181	-0.3	-0.549	0.466	-0.423	-0.371	-0.501	-1.158	0.453	-0.137	-0.446
336	-0.645	-0.846	0.117	-0.217	-0.63	-0.114	-0.414	-0.408	-0.408	-0.517	0.27	-0.505	-0.183	-0.734	-1.292	-0.266	-0.809	-0.408
340	-1.149	-1.914	-1.029	-0.87	-0.886	-1.691	-1.195	-1.096	-0.772	-1.343	-0.756	-1.489	-0.973	-0.979	-2.451	-1.299	-1.638	-1.457
